"CountyName","DwellingTypeDescr","Year_of_Construction","TypeofRating","EnergyRating","BerRating","GroundFloorArea.sq.m.","UValueWall","UValueRoof","UValueFloor","UValueWindow","UvalueDoor","WallArea","RoofArea","FloorArea","WindowArea","DoorArea","NoStoreys","CO2Rating","MainSpaceHeatingFuel","MainWaterHeatingFuel","HSMainSystemEfficiency","MultiDwellingMPRN","TGDLEdition","MPCDERValue","HSEffAdjFactor","HSSupplHeatFraction","HSSupplSystemEff","WHMainSystemEff","WHEffAdjFactor","SupplSHFuel","SupplWHFuel","SHRenewableResources","WHRenewableResources","NoOfChimneys","NoOfOpenFlues","NoOfFansAndVents","NoOfFluelessGasFires","DraftLobby","VentilationMethod","FanPowerManuDeclaredValue","HeatExchangerEff","StructureType","SuspendedWoodenFloor","PercentageDraughtStripped","NoOfSidesSheltered","PermeabilityTest","PermeabilityTestResult","TempAdjustment","HeatSystemControlCat","HeatSystemResponseCat","NoCentralHeatingPumps","CHBoilerThermostatControlled","NoOilBoilerHeatingPumps","OBBoilerThermostatControlled","OBPumpInsideDwelling","NoGasBoilerHeatingPumps","WarmAirHeatingSystem","UndergroundHeating","GroundFloorUValue","DistributionLosses","StorageLosses","ManuLossFactorAvail","SolarHotWaterHeating","ElecImmersionInSummer","CombiBoiler","KeepHotFacility","WaterStorageVolume","DeclaredLossFactor","TempFactorUnadj","TempFactorMultiplier","InsulationType","InsulationThickness","PrimaryCircuitLoss","CombiBoilerAddLoss","ElecConsumpKeepHot","ApertureArea","ZeroLossCollectorEff","CollectorHeatLossCoEff","AnnualSolarRadiation","OvershadingFactor","CylinderStat","SolarStorageVolume","VolumeOfPreHeatStore","CombinedCylinder","ElectricityConsumption","SWHPumpSolarPowered","ChargingBasisHeatConsumed","gsdHSSupplHeatFraction","gsdHSSupplSystemEff","DistLossFactor","CHPUnitHeatFraction","CHPSystemType","CHPElecEff","CHPHeatEff","CHPFuelType","SupplHSFuelTypeID","gsdSHRenewableResources","gsdWHRenewableResources","SolarHeatFraction","DeliveredLightingEnergy","DeliveredEnergyPumpsFans","DeliveredEnergyMainWater","DeliveredEnergyMainSpace","PrimaryEnergyLighting","PrimaryEnergyPumpsFans","PrimaryEnergyMainWater","PrimaryEnergyMainSpace","CO2Lighting","CO2PumpsFans","CO2MainWater","CO2MainSpace","GroundFloorArea","GroundFloorHeight","FirstFloorArea","FirstFloorHeight","SecondFloorArea","SecondFloorHeight","ThirdFloorArea","ThirdFloorHeight","ThermalBridgingFactor","ThermalMassCategory","PredominantRoofTypeArea","PredominantRoofType","LowEnergyLightingPercent","TotalDeliveredEnergy","DeliveredEnergySecondarySpace","DeliveredEnergySupplementaryWater","LivingAreaPercent","CO2SecondarySpace","CO2SupplementaryWater","PrimaryEnergySecondarySpace","PrimaryEnergySupplementaryWater","HESSchemeUpgrade","RoomInRoofArea","PurposeOfRating","DateOfAssessment","FirstEnergyTypeId","FirstEnergyType_Description","FirstEnerProdComment","FirstEnerProdDelivered","FirstPartLTotalContribution","FirstEnerProdConvFactor","FirstEnerProdCO2EmissionFactor","FirstEnerConsumedComment","FirstEnerConsumedDelivered","FirstEnerConsumedConvFactor","FirstEnerConsumedCO2EmissionFactor","SecondEnergyTypeId","SecondEnergyType_Description","SecondEnerProdComment","SecondEnerProdDelivered","SecondPartLTotalContribution","SecondEnerProdConvFactor","SecondEnerProdCO2EmissionFactor","SecondEnerConsumedComment","SecondEnerConsumedDelivered","SecondEnerConsumedConvFactor","SecondEnerConsumedCO2EmissionFactor","ThirdEnergyTypeId","ThirdEnergyType_Description","ThirdEnerProdComment","ThirdEnerProdDelivered","ThirdPartLTotalContribution","ThirdEnerProdConvFactor","ThirdEnerProdCO2EmissionFactor","ThirdEnerConsumedComment","ThirdEnerConsumedDelivered","ThirdEnerConsumedConvFactor","ThirdEnerConsumedCO2EmissionFactor","FirstBoilerFuelType","FirstHeatGenPlantEff","FirstPercentageHeat","SecondBoilerFuelType","SecondHeatGenPlantEff","SecondPercentageHeat","ThirdBoilerFuelType","ThirdHeatGenPlantEff","ThirdPercentageHeat","SolarSpaceHeatingSystem","TotalPrimaryEnergyFact","TotalCO2Emissions","FirstWallType_Description","FirstWallDescription","FirstWallArea","FirstWallUValue","FirstWallIsSemiExposed","FirstWallAgeBandId","FirstWallTypeId","SecondWallType_Description","SecondWallDescription","SecondWallArea","SecondWallUValue","SecondWallIsSemiExposed","SecondWallAgeBandId","SecondWallTypeId","ThirdWallType_Description","ThirdWallDescription","ThirdWallArea","ThirdWallUValue","ThirdWallIsSemiExposed","ThirdWallAgeBandId","ThirdWallTypeId"
"Co. Laois","Semi-detached house",1997,"Existing       ","C3",223.44,125.36,0.55,0.2,0.41,2.1,3,107,62.68,62.68,13.49,3.7,2,56.9,"Heating Oil                   ","Heating Oil                   ",85.5,"NO",0,50.38,0.95,0.1,30,85.5,0.95,6,28,2,2,1,0,7,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,386.103,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1.3,"Factory Insulated             ",0,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1131.374,230,6517.722,11995.905,3054.71,621,7169.494,13195.496,727.473,147.89,1772.82,3262.886,62.68,2.45,62.68,2.72,0,0,0,0,0.15,"Medium              ",62.68,"",0,23482.658,3607.657,0,18.3472,1302.364,0,3968.423,0,0,0,"Unknown","Apr 30 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","",107,0.55,"No",8,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Dublin 11","Top-floor apartment",2009,"Final          ","C2",178.1,61.9,0.3,0.16,0,1.8,3,106,61.9,0,22.35,1.89,1,35.76,"Mains Gas                     ","Mains Gas                     ",90.6,"NO",1,40.16,1,0,0,90.6,1,2,28,2,2,0,0,5,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,1,"NO",0,-0.15,2,1,1,"YES",0,"NO ","YES",1,"NO ","NO ",0,247.708,"YES","NO ","NO ","YES","None                          ","None                          ",162,0,0.6,0.9,"Factory Insulated             ",40,"Boiler with insulated primary ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,354.741,175,1820.233,5200.091,957.801,472.5,2002.256,5720.1,228.098,112.525,369.507,1055.618,0,0,61.9,2.78,0,0,0,0,0.11,"Medium-high         ",61.9,"150mm quilt insulation between",73,8243.523,0,693.458,42.811,0,445.893,0,1872.337,0,0,"Unknown","May  8 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Blockwork Cavity Wall",106,0.3,"No",NA,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Clare","House",1905,"Existing       ","G ",536.75,70,1.56,1.68,0.77,1.8,2.5,112.35,70.8,70,17.45,1.87,1,137.09,"Heating Oil                   ","Heating Oil                   ",82.7,"NO",0,58.42,0.95,0.1,60,82.7,0.95,15,1,2,2,3,1,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,1,"NO",0,0.5,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,266.731,"YES","NO ","NO ","NO ","Instantaneous, with keep-hot f","keep-hot facility, controlled ",55,0,0.96,1,"Factory Insulated             ",80,"Combi boiler                  ",600,600,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,631.75,230,2581.568,25714.597,1705.725,621,2839.725,28286.057,406.215,147.89,702.186,6994.37,70,3.1,0,0,0,0,0,0,0.15,"Medium-high         ",49.5,"main house                    ",0,32900.818,3742.903,0,25.4571,1381.131,0,4117.193,0,0,0,"Unknown","Jun 11 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stone","old house",77.4,2.1,"No",2,1,"300mm Cavity","extension",34.95,0.37,"No",10,4,"","",NA,NA,"",NA,NA
"Limerick City","Ground-floor apartment",2005,"Existing       ","C2",176.94,68.76,0.37,0,0.26,2.1,3,26.12,0,68.76,6.57,1.85,1,35.73,"Mains Gas                     ","Mains Gas                     ",79.2,"NO",1,36.03,0.95,0.1,90,79.2,0.95,2,28,2,2,0,0,7,1,"NO","Natural vent.",0,0,"Timber or Steel Frame         ","No                            ",100,4,"NO",0,0.6,1,1,1,"NO ",0,"NO ","YES",1,"NO ","NO ",0,263.824,"YES","NO ","NO ","YES","None                          ","None                          ",117,0,0.6,1.3,"Factory Insulated             ",60,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,465.419,175,2964.265,4409.055,1256.631,472.5,3260.692,4849.961,299.264,112.525,601.746,895.038,68.76,2.66,0,0,0,0,0,0,0.15,"Medium              ",NA,"",50,9118.986,409.334,695.913,34.235,83.095,447.472,450.267,1878.965,0,0,"Unknown","Jun 16 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timber Frame","",26.12,0.37,"No",10,8,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Dublin 2","Apartment",2002,"Existing       ","C3",201.26,57.54,0.5,0,0.36,2.7,3,19.75,0,57.54,3.24,1.85,1,39.44,"Mains Gas                     ","Mains Gas                     ",78.9,"NO",0,36.2,0.95,0.1,63,78.9,0.95,2,28,2,2,1,1,2,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0,1,2,2,"YES",0,"NO ","NO ",1,"NO ","YES",0.36,237.325,"YES","NO ","NO ","NO ","None                          ","None                          ",120,0,0.6,1.17,"Factory Insulated             ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,480.351,305,4272.115,3821.317,1296.948,823.5,4699.327,4203.449,308.866,196.115,867.239,775.727,57.54,2.5,0,0,0,0,0,0,0.15,"High                ",NA,"",15,9384.248,505.465,0,45.186,102.609,0,556.012,0,0,0,"Unknown","Jun 10 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solid Mass Concrete","Ext Wall",11.47,0.55,"No",9,6,"Solid Mass Concrete","Internal wall",8.28,0.44,"No",9,6,"","",NA,NA,"",NA,NA
"Dublin 1","Top-floor apartment",1991,"Existing       ","E2",367.55,50.49,0.55,0.4,0,2.89,1.31,53.18,50.49,0,7.08,1.81,1,87.53,"Electricity                   ","Electricity                   ",100,"NO",0,96.2,1,0.1,100,100,1,28,1,2,2,0,0,1,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,4,"NO",0,0,3,4,0,"NO ",0,"NO ","NO ",0,"NO ","NO ",0,220.212,"YES","NO ","NO ","NO ","None                          ","None                          ",176,0,0.6,1,"Factory Insulated             ",30,"Electric immersion heater     ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,357.703,0,1968.081,4092.661,965.798,0,5313.819,11050.185,230.003,0,1265.476,2631.581,50.49,2.48,0,0,0,0,0,0,0.15,"Medium-low          ",50.49,"Flat Roof - 100mm Insulation- ",43,6873.185,454.74,0,45.3555,292.398,0,1227.798,0,0,0,"Unknown","Jun 12 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Corridor Wall + Unheated space",20.71,0.48,"No",7,9,"300mm Cavity","South Wall",18.54,0.6,"No",7,4,"300mm Cavity","East Wall",13.93,0.6,"No",7,4
"Co. Mayo","House",1910,"Existing       ","D2",296.5,180,1.23,0.4,0.84,2.7,3,196.12,90,90,18.2,1.89,2,72.86,"Heating Oil                   ","Heating Oil                   ",70,"NO",0,40.14,1,0.1,60,70,1,5,28,2,2,3,1,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,0,"NO",0,0,1,1,1,"YES",1,"YES","NO ",0,"NO ","NO ",0,486.036,"YES","NO ","NO ","YES","None                          ","None                          ",101,0,0.6,1,"Loose Jacket                  ",50,"Boiler with insulated primary ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1624.5,230,4211.659,32308.035,4386.15,621,4632.825,35538.839,1044.554,147.89,1145.571,8787.786,90,2.3,90,2.4,0,0,0,0,0.15,"Medium-high         ",90,"Whole House (Walls extended an",0,43895.553,4188.079,1333.28,11.1111,1139.157,857.299,4606.887,3599.856,0,0,"Unknown","Jun 29 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Ditto Front extension",39.16,0.42,"No",7,9,"Other","Front S/F  walls extended up t",38.58,0.42,"No",7,9,"Stone","Front original",35.87,2.1,"No",2,1
"Cork City","Semi-detached house",1920,"Existing       ","E2",360.16,93.4,1.64,0.5,0.84,3.43,3.43,96.75,46.71,46.71,13.71,4.26,2,73.94,"Mains Gas                     ","Mains Gas                     ",78,"NO",0,40.81,0.95,0.1,65,78,0.95,15,28,2,2,2,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",90,3,"NO",0,0.6,1,1,1,"NO ",0,"NO ","YES",1,"NO ","NO ",0,319.398,"YES","NO ","NO ","YES","None                          ","None                          ",85,0,0.6,1.3,"Loose Jacket                  ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,724.924,175,3751.746,19749.718,1957.295,472.5,4126.921,21724.69,466.126,112.525,761.604,4009.193,46.7,2.71,46.7,2.74,0,0,0,0,0.15,"Medium-high         ",46.71,"",28,27869.694,2501.631,966.675,21.531,923.102,621.572,2751.794,2610.023,0,0,"Unknown","Jun 29 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325mm Solid Brick","",96.75,1.64,"No",2,3,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Dublin 4","Ground-floor apartment",2004,"Existing       ","C2",179.46,78.1,0.53,0,0.35,2,3,47.17,0,78.1,14.38,1.85,1,34.83,"Mains Gas                     ","Mains Gas                     ",80.4,"NO",0,32.91,0.95,0.1,90,80.4,0.95,2,1,2,2,0,0,4,1,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0.6,1,1,1,"NO ",0,"NO ","NO ",1,"NO ","YES",0.19,285.339,"YES","NO ","NO ","NO ","Storage combi boiler store vol","None                          ",48,0,0.97,1,"Factory Insulated             ",15,"Combi boiler                  ",84.96,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,704.852,175,3668.84,6317.477,1903.1,472.5,4035.724,6949.225,453.22,112.525,744.775,1282.448,78.1,2.44,0,0,0,0,0,0,0.15,"Medium              ",NA,"",0,11462.04,595.871,0,42.42,120.962,0,655.458,0,0,0,"Unknown","May 20 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stone","wall 2",21.77,0.55,"No",9,1,"Stone","Wall 1",12.77,0.55,"No",9,1,"Stone","Wall 3",3.95,0.45,"Yes",9,1
"Co. Cork","House",1988,"Existing       ","D1",236.57,82.28,0.6,0.4,0.57,4.8,3,36.04,41.14,41.14,13.46,3.92,0,45.9,"Mains Gas                     ","Mains Gas                     ",65,"NO",0,32.89,0.95,0.1,65,65,0.95,2,28,2,2,1,0,7,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0,2,1,1,"YES",0,"NO ","NO ",0,"NO ","NO ",0,294.809,"YES","NO ","NO ","YES","None                          ","None                          ",110,0,0.6,1,"Factory Insulated             ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,371.288,130,3228.363,10240.008,1002.478,351,3551.199,11264.009,238.738,83.59,655.358,2078.722,41.14,2.48,41.14,2.73,0,0,0,0,0.15,"Medium-high         ",41.14,"",100,15832.004,1081.765,780.58,17.1974,219.598,501.913,1189.942,2107.566,0,0,"Unknown","Aug  3 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stone","front and back",36.04,0.6,"No",7,1,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Dublin 11","Ground-floor apartment",2006,"Final          ","D1",239.74,61.81,0,0,0.24,2.2,0,0,0,25.11,22.91,0,2,57.09,"","",NA,"NO",1,52.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,1,"NO",0,0,3,4,0,"NO ",0,"NO ","NO ",0,"NO ","NO ",0,0,"NO ","YES","NO ","NO ","None                          ","None                          ",0,0,0,0,"Factory Insulated             ",0,"CPSU (including electric CPSU)",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","YES",0,0,1.05,0,1,0,0,1,1,"No","No",0,278.918,0,0,0,753.079,0,NA,NA,179.344,0,NA,NA,25.11,2.73,36.7,2.73,0,0,0,0,0.15,"Medium-high         ",NA,"",100,278.918,0,0,40.8348,NA,0,NA,0,0,0,"Unknown","Jul  1 2009 12:00AM",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,28,100,100,1,0,0,1,0,0,0,2.709,0.584,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Cork City","Top-floor apartment",1999,"Existing       ","E2",343.82,76.75,0.36,0.38,0,1.8,3,79,76.75,0,9.02,1.89,1,81.88,"Electricity                   ","Electricity                   ",100,"NO",0,89.93,1,0,0,100,1,1,1,2,2,0,0,6,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,4,"NO",0,0.3,3,5,0,"NO ",0,"NO ","NO ",0,"NO ","NO ",0,282.265,"YES","NO ","NO ","NO ","None                          ","None                          ",150,0,1,1,"Factory Insulated             ",20,"Electric immersion heater     ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,692.669,0,2531.769,6548.964,1870.206,0,6835.776,17682.203,445.386,0,1627.927,4210.984,76.75,2.7,0,0,0,0,0,0,0.15,"Medium-high         ",76.75,"",0,9773.402,0,0,22.4495,0,0,0,0,0,0,"Unknown","Aug 10 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Corridor Wall",28.34,0.35,"No",8,9,"Other","Front Wall",22.57,0.37,"No",8,9,"Other","Rear Wall",18.64,0.37,"No",8,9
"Co. Dublin","Top-floor apartment",1900,"Existing       ","G ",544.64,22.96,1.58,0.4,0,5.7,0,23.03,22.96,0,5.1,0,1,101.83,"","",NA,"NO",0,67.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,"YES","Natural vent.",0,0,"Masonry                       ","Yes (Sealed)                  ",100,2,"NO",0,0.6,1,1,0,"NO ",0,"NO ","NO ",0,"NO ","NO ",0,150.849,"YES","NO ","NO ","NO ","None                          ","None                          ",15,0,0.6,1.17,"Factory Insulated             ",0,"Electric immersion heater     ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",0.1,100,1.2,0,1,0,0,1,28,"No","No",0,207.214,0,0,0,559.478,0,NA,NA,133.239,0,NA,NA,22.96,2.46,0,0,0,0,0,0,0.15,"Medium-high         ",22.96,"no access to roof             ",0,207.214,0,0,67.7265,NA,0,NA,0,0,0,"Unknown","Aug 14 2009 12:00AM",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,2,75,100,1,0,0,1,0,0,0,1.76,0.325,"Stone","main walls",15.64,2.1,"No",2,1,"225mm Solid brick","to corridor",7.39,0.48,"Yes",7,2,"","",NA,NA,"",NA,NA
"Co. Dublin","End of terrace house",2004,"Existing       ","C1",174.66,102.15,0.55,0.35,0.41,2.7,3,72.31,62.24,37.57,13.4,1.9,3,35.14,"Mains Gas                     ","Mains Gas                     ",79.6,"NO",0,30.45,1,0.1,90,79.6,1,2,28,2,2,0,0,3,1,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,4,"NO",0,0,2,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,338.255,"YES","NO ","NO ","YES","None                          ","None                          ",90,0,0.6,1.3,"Factory Insulated             ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,921.904,175,3261.647,7388.508,2489.141,472.5,3587.812,8127.359,592.784,112.525,662.114,1499.867,37.57,2.45,42.13,2.75,0,0,0,0,0.15,"Medium              ",42.11,"insulation unobserved         ",0,13349.3,726.081,876.16,17.4547,147.394,563.371,798.689,2365.632,0,22.45,"Unknown","Aug 20 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concrete Hollow Block","insulation unobserved",72.31,0.55,"No",9,7,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Dublin","Ground-floor apartment",2007,"Final          ","C2",196.92,59.42,0.37,0.25,0.34,2.8,3,30.07,11.16,59.42,7.64,1.78,1,38.18,"Mains Gas                     ","Mains Gas                     ",78.1,"NO",1,36.85,0.95,0,0,78.1,0.95,1,28,2,2,0,0,3,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0,1,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,241.81,"YES","NO ","NO ","NO ","None                          ","None                          ",150,0,0.6,1.3,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,536.265,175,4490.962,4401.889,1447.916,472.5,4940.058,4842.078,344.818,112.525,911.665,893.583,59.42,2.47,0,0,0,0,0,0,0.15,"Medium              ",11.16,"Terrace area over             ",0,9604.116,0,0,33.3221,0,0,0,0,0,0,"Unknown","Jun 18 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Walls - 500mm thickness",30.07,0.37,"No",10,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Kildare","Mid-floor apartment",2007,"Existing       ","C1",157.65,68.9,0.36,0,0,1.74,3,100.93,0,0,15.2,2.1,1,30.11,"Mains Gas                     ","Mains Gas                     ",86.4,"NO",1,30.7,1,0.1,85,86.4,1,2,1,2,2,0,0,7,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,0,"NO",0,0,1,1,1,"YES",0,"NO ","YES",1,"NO ","NO ",0,264.156,"YES","NO ","NO ","NO ","Storage combi boiler store vol","None                          ",151,0,0.9,0.6,"Factory Insulated             ",30,"Boiler with insulated primary ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,310.911,175,3033.612,5076.104,839.46,472.5,3336.973,5583.714,199.916,112.525,615.823,1030.449,68.9,3.1,0,0,0,0,0,0,0.15,"Medium-high         ",NA,"",100,9168.928,573.301,0,37.1553,116.38,0,630.631,0,0,0,"Unknown","Sep  7 2009 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","external",82,0.37,"No",10,4,"225mm Solid brick","inner",18.93,0.32,"Yes",10,2,"","",NA,NA,"",NA,NA
